token	jbo	rafsi	en	description	jbo description
bafa	basfa		bus omnibus		$x_1$ is an omnibus for carrying $x_2$ in medium $x_3$ propelled by $x_4$.
bahw					
bahe					
baho					
baha	barja		bar		$x_{1}$ is a tavern/bar/pub serving $x_{2}$ to audience/patrons $x_{3}$.
baje	balni		balcony		$x_{1}$ is a balcony/overhang/ledge/shelf of building/structure $x_{2}$.
baja	bajra	baj	run	$nは$aを走る (驅ける)	$x_{1}$ runs on surface $x_{2}$ using limbs $x_{3}$ with gait $x_{4}$.
bazw	barda	bra	big large	$nは大きい	$x_{1}$ is big/large in property/dimension(s) $x_{2}$ (ka) as compared with standard/norm $x_{3}$.
baze	banzu	baz	suffice enough		$x_{1}$ (object) suffices/is enough/sufficient for purpose $x_{2}$ under conditions $x_{3}$.
bazo	badri	dri	sad depressed	$nは$aを悲しむ	$x_{1}$ is sad/depressed/dejected/[unhappy/feels sorrow/grief] about $x_{2}$ (abstraction).
baza	bavza		in later		$x_1$ will happen in $x_2$ length of time; $x_1$ will happen $x_2$ length of time after $x_3$
bavw	balvi	bav	future	$nは$aの未來に有る (時間方向で大きい)	$x_{1}$ is in the future of/later than/after $x_{2}$ in time sequence; $x_{1}$ is latter; $x_{2}$ is former.
bave	bravi		acclaim bravo		$x_1$ is acclaimed/praised for achievement $x_2$ by $x_3$ via noise/gesture/method of praise $x_4$
bavo					
bava	babda				$x_1$ is the first word in the dictionary of language $x_2$ ordered by rule $x_3$.
barw	balji		bulb		$x_{1}$ is a bulb [body-part] of plant/species $x_{2}$; [metaphor: rounded, bulgy].
bare	bartu	bar	out		$x_{1}$ is on the outside of $x_{2}$; $x_{1}$ is exterior to $x_{2}$.
baro	bargu	bag	arch		$x_{1}$ arches/curves over/around $x_{2}$ and is made of $x_{3}$; $x_{1}$ is an arch over/around $x_{2}$ of material $x_{3}$.
bara	bakri		chalk		$x_{1}$ is a quantity of/contains/is made of chalk from source $x_{2}$ in form $x_{3}$.
kige					
kini	kinli	kil	sharp	$nは鋭い (曲線=大)	$x_{1}$ is sharp/keen at locus $x_{2}$.
kiny	kinra		reflective reflexive		$x_1$ is a binary relationship which is reflexive in space/under conditions/on set $x_2$.
kine	skina	kin	cinema film		$x_{1}$ is a cinema/movie/film about $x_{2}$ [plot/theme/subject/activity], filmmaker $x_{3}$, for audience $x_{4}$.
kimi	cmila	mi'a	laugh	$nは笑ふ	$x_{1}$ laughs (emotional expression).
kimy	krinu	rin ki'u	reason		$x_{1}$ (event/state) is a reason/justification/explanation for/causing/permitting $x_{2}$ (event/state).
kime					
kixe	krixa	kix ki'a	cry out	$nは$a (聲) を叫ぶ (鳴く)	$x_{1}$ cries out/yells/howls sound $x_{2}$; $x_{1}$ is a crier.
kili	skicu	ski	describe		$x_{1}$ tells about/describes $x_{2}$ (object/event/state) to audience $x_{3}$ with description $x_{4}$ (property).
kily					
kile	kicne	kic ki'e	cushion		$x_{1}$ cushions $x_{2}$ with material $x_{3}$; $x_{1}$ is a cushion/pillow/pad [for $x_{2}$] of padding material $x_{3}$.
kise	ciksi	cki	explain		$x_{1}$ (person) explains $x_{2}$ (event/state/property) to $x_{3}$ with explanation $x_{4}$ (du'u).
kifi	kinfi		symmetric		$x_1$ is a binary relationship which is symmetric (under exchange of arguments/terms) in space/under conditions/on set $x_2$.
kify	kisto	kis	Pakistani		$x_{1}$ reflects Pakistani/Pashto culture/nationality/language in aspect $x_{2}$.
kife	ciste	ci'e	system		$x_{1}$ (mass) is a system interrelated by structure $x_{2}$ among components $x_{3}$ (set) displaying $x_{4}$ (ka).
kihe	ckire	kir	grateful	$nは$aに感謝する	$x_{1}$ is grateful/thankful to/appreciative of $x_{2}$ for $x_{3}$ (event/property).
kiji	kligo		Klingon		$x_1$ reflects Klingon language/culture in aspect $x_2$
kijy	kijno	kij	oxygen		$x_{1}$ is a quantity of/contains/is made of oxygen (O); [metaphor: supporting life/combustion].
kije	kilto	ki'o	1000		$x_{1}$ is a thousand [1000; $10^3$] of $x_{2}$ in dimension/aspect $x_{3}$ (default is units).
kize					
kivi	krili		crystal		$x_{1}$ is a quantity of/contains/is made of crystal of composition $x_{2}$ in form/arrangement $x_{3}$.
kivy					
kive					
kiri	kibro		cyberspace internet		$x_1$ pertains to the internet/cyberspace in aspect $x_2$.
kiry	kilma				$x_1$ is skilled at having property $x_2$ relatively to population $x_3$.
kire	kilga		kilogram		$x_1$ is $x_2$ (default 1) kilograms [SI base unit] in mass by standard $x_3$.
kyni	kliti	kit	clay		$x_{1}$ is a quantity of/contains/is made of clay [moist, clammy dirt] of composition including $x_{2}$.
kymi					
kyli					
kyfi					
kyji	kliru		chlorine		$x_{1}$ is a quantity of/contains/is made of halogen of type $x_{2}$ [chlorine, fluorine, iodine, etc.].
kyvi					
kyri	krici	kri	believe faith		$x_{1}$ believes [regardless of evidence/proof] belief/creed $x_{2}$ (du'u) is true/assumed about subject $x_{3}$.
kwga					
kwna	katna	ka'a	cut	$nは$aを切る (斷つ)	$x_{1}$ (tool/blade/force) cuts [through]/splits/divides $x_{2}$ (object) into pieces $x_{3}$.
kwma	klama	kla	come		$x_{1}$ comes/goes to destination $x_{2}$ from origin $x_{3}$ via route $x_{4}$ using means/vehicle $x_{5}$.
kwxa					
kwla	kramu		acre		$x_{1}$ is $x_{2}$ local area unit(s) [non-metric] (default 1) by standard $x_{3}$, $x_{4}$ subunits.
kwsa					
kwfa					
kwha					
kwja	krati	ka'i	represent		$x_{1}$ represents/is an agent/proxy/stands-in for [absent] $x_{2}$ in matter(s)/function(s) $x_{3}$.
kwza					
kwva					
kwra	karli		collar		$x_{1}$ is a collar/ring/belt/band around/surrounding $x_{2}$ made of material $x_{3}$.
kugu	kukru		orthogonal right angle	$nは$aに對して垂直	$x_1$ is orthogonal/perpendicular/right/at right angle/rectified/square/normal to $x_2$, where they (are projected to) intersect orthogonally at locus/on set $x_3$, otherwise being utterly distinct (and not even on the same axis/scale) in sense $x_4$
kugo	kruvi	ruv kru	curve	$nは曲線 (曲面) (曲率=有)	$x_{1}$ is a curve/turn/bend in $x_{2}$, at locus $x_{3}$, and defined by set of points/properties $x_{4}$.
kunu	cuntu	cu'u	affair		$x_{1}$ is an affair/organized activity involving person(s) $x_{2}$ (ind./mass); $x_{1}$ is $x_{2}$'s business.
kuno	kunra	kun	mineral		$x_{1}$ is/contains/is made from a mineral/ore of type/metal $x_{2}$ mined from location/lode/mine $x_{3}$.
kumu	kubli	kub	cube		$x_{1}$ is a cube/regular polyhedron/polygon of dimensions $x_{2}$ (def. 3), surfaces/sides $x_{3}$ (def. 6).
kumo	kunti	kut	empty vacant	$nは$aを缺く (密度=最小)	$x_{1}$ [container] is empty/vacant of $x_{2}$ [material]; $x_{1}$ is hollow.
kuxu	kukte	kuk	delicious		$x_{1}$ is delicious/tasty/delightful to observer/sense $x_{2}$ [person, or sensory activity].
kuxo	kucli		curious		$x_{1}$ is curious/wonders about/is interested in/[inquisitive about] $x_{2}$ (object/abstract).
kusu	kuspe	kup ku'e	range reach	$nは區間 (容積, 領域)	$x_{1}$ ranges/extends/spans/persists/reaches across/over interval/gap/area/scope/extent/range $x_{2}$.
kuso	kusru	kus	cruel		$x_{1}$ (person) is cruel/mean/unkind to victim $x_{2}$.
kufo	kurfa	kur	square		$x_{1}$ is a right-angled shape/form defined by set of vertices $x_{2}$, dimensions $x_{3}$ (default 2).
kuhu	kruji	ruj	cream		$x_{1}$ is made of/contains/is a quantity of cream/emulsion/puree [consistency] of composition $x_{2}$.
kuho	klupe	lup lu'e	screw		$x_{1}$ is a screw [fastener] for purpose $x_{2}$, threads [pitch, material] $x_{3}$, frame [size, material] $x_{4}$.
kuzu	kruca	kuc	intersect cross		$x_{1}$ intersects/crosses/traverses $x_{2}$ at locus $x_{3}$.
kuzo	kurji	kuj ku'i	take care of		$x_{1}$ takes-care-of/looks after/attends to/provides for/is caretaker for $x_{2}$ (object/event/person).
kuvo	kumfa	kum ku'a	room		$x_{1}$ is a room of/in structure $x_{2}$ surrounded by partitions/walls/ceiling/floor $x_{3}$ (mass/jo'u).
kuru	kufra	kuf	comfort		$x_{1}$ feels comfort/is comfortable with conditions/environmental property(ies) $x_{2}$.
kuro	kurti				$x_1$ (proposition) is data/information being an example of deep formalization of subject $x_2$ gathered by method $x_3$ (proposition)
kege					
kega					
keni	kerni		fair just		$x_1$ (state/event/fact) is fair/just/righteous to $x_2$ according to $x_3$
kene	kakne	ka'e	able		$x_{1}$ is able to do/be/capable of doing/being $x_{2}$ (event/state) under conditions $x_{3}$ (event/state).
kenq	kenka		cake		$k_1$ is a quantity of cake/torte/tart/pie/flan made of/containing ingredients $k_2$, prepared according to method $k_3$.
kena	kenra	ken	cancer		$x_{1}$ is a cancer [malignant disease] in $x_{2}$.
kemi					
keme					
kemq					
kema					
kexe					
kexa	kekti		quecto 1E-30		$x_{1}$ is $10^{(-30)}$ of $x_{2}$ in dimension/aspect $x_{3}$ (default is units).
keli	kelci	kel kei	play		$x_{1}$ [agent] plays with plaything/toy $x_{2}$.
kele	kecti	kec ke'i	pity	$nは$aを憐れむ (に同情する)	$x_{1}$ (person) pities/feels sorry for $x_{2}$ (person) about $x_{3}$ (abstraction).
kelq					
kela	ketco	ket tco	South American		$x_{1}$ reflects South American culture/nationality/geography in aspect $x_{2}$.
kese	kesri		stereotype		$x_1$ (property of $x_2$) is a stereotype of $x_2$ (object/set), held by $x_3$
kesa	kensa	kes	outer space space		$x_{1}$ is outer space near/associated with celestial body/region $x_{2}$.
kefi	klesi	kle lei	class type		$x_{1}$ (mass/si'o) is a class/category/subgroup/subset within $x_{2}$ with defining property $x_{3}$ (ka).
kefe					
kefq					
kefa					
kehe					
keha	klaji	laj	street		$x_{1}$ is a street/avenue/lane/drive/cul-de-sac/way/alley/[road] at $x_{2}$ accessing $x_{3}$.
keji	klina	kli	clear direct		$x_{1}$ (object/medium) is clear/transparent/without obstacle to in-the-clear $x_{2}$ [transmission].
keje	krefu	ref ke'u	recur		$x_{1}$ (event) is the $x_{3}$'rd recurrence/repetition of $x_{2}$ (abstract); $x_{2}$ happens again in [form] $x_{1}$.
kejq					
keja	klani	lai	amount level		$x_1$ is measured by $x_2$ (number) on scale $x_3$ (si'o, property of $x_1$ with kau).
keze	kebzo		Quebec Quebecois		$x_1$ reflects Quebec nationality/culture/geography in aspect $x_2$ (ka)
keza					
kevi					
keve					
kevq	kelvo	ke'o	kelvin		$x_{1}$ is $x_{2}$ degree(s) Kelvin [metric unit] in temperature (default is 1) by standard $x_{3}$.
keva	kevna	kev ke'a	cavity hole		$x_{1}$ is a cavity/hole/hollow/cavern in $x_{2}$; $x_{1}$ is concave within $x_{2}$; $x_{2}$ is hollow at locus $x_{1}$.
keri	kelto		Celt Celtic		$x_1$ is represents Celtic culture in aspect $x_2$
kere	kerlo	ker	ear	$nは耳	$x_{1}$ is a/the ear [body-part] of $x_{2}$; [metaphor: sensory apparatus, information gathering].
kerq	ketro		quetta 1E30		$x_{1}$ is $10^{30}$ of $x_{2}$ in dimension/aspect $x_{3}$ (default is units).
kera	kerfa	kre	hair	$nは毛	$x_{1}$ is a/the hair/fur [body-part] of $x_{2}$ at body location $x_{3}$.
kqge			pick	$nは$aを拾ふ (狩る, 収穫する)	
kqne					
kqme					
kqxe					
kqle					
kqse					
kqfe					
kqhe					
kqje					
kqze					
kqve					
kqre	krasi	kra	source origin		$x_{1}$ (site/event) is a source/start/beginning/origin of $x_{2}$ (object/event/process).
kogu					
kogo					
koga					
konu	kulnu	klu	culture		$x_{1}$ [mass of ideas, customs, skills, arts] is culture of nation/ethos $x_{2}$ (mass); $x_{1}$ is ethnic.
kono	korle				$x_1$ is a coral/barnacle of type/species $x_2$
kona	kojna	koj ko'a	corner		$x_{1}$ is a corner/point/at-least-3-dimensional [solid] angle [shape/form] in/on $x_{2}$, of material $x_{3}$.
komu	kumte		camel		$x_{1}$ is a camel/llama/alpaca/vicuna/dromedary of species/breed $x_{2}$.
komo	komcu	kom	comb		$x_{1}$ is a comb [many-needled shape] of material $x_{2}$ with tines/needles $x_{3}$.
koma					
koxu	klaku	kak	weep cry	$nは$a (涙) を泣く	$x_{1}$ weeps/cries tears $x_{2}$ about/for reason $x_{3}$ (event/state).
koxo	kroxo		core nub		$x_1$ is the core/nub/essence/heart/true part of entity/body/building/thing $x_2$
koxa	korka	kok	cork		$x_{1}$ is a quantity of/contains/is made of cork/bark from tree/species $x_{2}$; [material].
kola	korcu	kro	bent crooked		(adjective:) $x_{1}$ is bent/crooked/not straight or direct/[twisted]/folded.
kosu	kosmu		purpose purpose		$x_1$ (abstraction) is a purpose/use of $x_2$ (object or event), attributed by $x_3$
koso	kokso		coconut		$x_1$ is a coconut of variety/cultivar $x_2$
kosa	kosta	kos	coat jacket		$x_{1}$ is a coat/jacket/sweater/cloak/[cape/shawl/pullover] [extra outer garment] of material $x_{2}$.
kofo					
kofa			scorn	$nは$aを侮る (軽蔑する, 見くびる)	
kohu					
koho					
koha					
koja	korja		coral barnacle		$x_1$ is a coral/barnacle (hard, sessile marine animal) of species/variety $x_2$
kozu	konju	kon ko'u	cone		$x_{1}$ is a cone [shape/form] of material $x_{2}$ with vertex $x_{3}$.
kozo	kluza	luz	loose		$x_{1}$ (obj.) is loose/bloused/not tight on $x_{2}$ (obj.) at locus $x_{3}$.
koza	kordu		accordion harmonica		$x_1$ is an accordion/concertina/harmonica/chromonica [free-reed aerophone] made of $x_2$
kovo	korvo		crow raven	$nは烏 (烏科)	$s_1$ is a crow/raven of species $s_2$.
kova	konve		convex		$x_1$ (set/shape) is convex in sense $x_2$.
koru	kolme	kol ko'e	coal		$x_{1}$ is a quantity of/contains/is made of coal/peat/anthracite/bitumen from source $x_{2}$.
koro	kobli	kob ko'i	cabbage		$x_{1}$ is a quantity of cabbage/lettuce/leafy vegetable of species/strain $x_{2}$.
kora	korbi	kor koi	edge		$x_{1}$ is an edge/margin/border/curb/boundary of $x_{2}$ next-to/bordering-on $x_{3}$.
kagw					
kage					
kago					
kaga					
kanw	kantu	ka'u	quantum		$x_{1}$ is a quantum/ray/elementary particle/smallest measurable increment of property/activity $x_{2}$.
kane	kandi	kad	dim		$x_{1}$ is dim/dull/pale/non-intense in property $x_{2}$ (ka) as received/measured by observer $x_{3}$.
kano	karni		journal press		$x_{1}$ is a journal/periodical/magazine/[newspaper] with content $x_{2}$ published by $x_{3}$ for audience $x_{4}$.
kana	kanla	kal	eye	$nは目	$x_{1}$ is a/the eye [body-part] of $x_{2}$; [metaphor: sensory apparatus]; (adjective:) $x_{1}$ is ocular.
kamw	karbi	kab	compare	$nは$aを比較する	$x_{1}$ [observer] compares $x_{2}$ with $x_{3}$ in property $x_{4}$ (ka), determining comparison $x_{5}$ (state).
kame	kazmi		cardinality		$x_1$ (li) is the cardinality of set $x_2$ (set)
kamo	kamni		committee		$x_{1}$ (mass) is a committee with task/purpose $x_{2}$ of body $x_{3}$.
kama	kamju		column		$x_{1}$ is a column/pillar of material $x_{2}$.
kaxw	katci		turned on		$x_1$ is turned on / activated / operational for function $x_2$
kaxe	kanxe	kax	conjunction		$x_{1}$ is a conjunction, stating that $x_{2}$ (du'u) and $x_{3}$ (du'u) are both true.
kaxo	kancu	kac	count		$x_{1}$ (agent) counts the number in set $x_{2}$ to be $x_{3}$ [number/count] counting [off] by units $x_{4}$.
kaxa	kakpa		dig		$x_{1}$ (agent) digs $x_{2}$ [material] up/out of $x_{3}$ [source/hole] with limbs/tool(s) $x_{4}$.
kale	karce		automobile car	$nは車	$x_{1}$ is a car/automobile/truck/van [a wheeled motor vehicle] for carrying $x_{2}$, propelled by $x_{3}$
kala	kacma		camera		$x_{1}$ is a camera/photographic equipment recording illumination type $x_{2}$ images to medium $x_{3}$.
kasw	kansa	kan	with		$x_{1}$ is with/accompanies/is a companion of $x_{2}$, in state/condition/enterprise $x_{3}$ (event/state).
kase	kalci		feces	$nは$a (糞尿) を排泄する	$x_{1}$ is a/the feces/excrement/dung/shit of $x_{2}$ (animal/person); (adjective:) $x_{1}$ is fecal (matter).
kaso	kapsi		chili pepper		$x_1$ is a chili/bell pepper (Capsicum) of species/variety $x_2$
kasa	kalsa	kas	chaotic		$x_{1}$ is chaotic/disordered in property/aspect $x_{2}$ (ka).
kafw	kanpe		expect see	$nは$aを豫期する (意外性=小)	$x_1$ expects/looks for the occurence of $x_2$ (event), expected likelihood $x_3$ (0-1, default {li} {so'a} i.e. near 1); $x_1$ subjectively evaluates the likelihood of $x_2$ (event) to be $x_3$.
kafe	kampu	kau	common general		$x_{1}$ (property - ka) is common/general/universal among members of set $x_{2}$ (complete set).
kafo	kafke		cough		$x_{1}$ coughs/farts/burps up/out $x_{2}$ [predominantly gaseous] from orifice $x_{3}$.
kafa					
kahw	kajde	jde	warn		$x_{1}$ (event/experience) warns/cautions $x_{2}$ (person) of/about danger $x_{3}$ (event/state/property).
kahe	kagni	kag	company		$x_{1}$ is a company/corporation/firm/partnership chartered by authority $x_{2}$ for purpose $x_{3}$.
kaho	kalte	kat	hunt		$x_{1}$ hunts/stalks prey/quarry/game $x_{2}$ for purpose $x_{3}$.
kaha	krali		person right	$nは權利$aを持つ	$x_1$ (NU) is a legal/moral entitlement of $x_2$ (individual/mass) by standard $x_3$. $x_2$ is a legal person.
kaje	kanji	kaj	calculate		$x_{1}$ calculates/reckons/computes $x_{2}$ [value (ni)/state] from data $x_{3}$ by process $x_{4}$.
kaja	kalri	kar	open		$x_{1}$ (portal/passage/entrance-way) is open/ajar/not shut permitting passage/access to $x_{2}$ by $x_{3}$.
kazw	kavzi				$x_1$ is "quasi" in property (ka) $x_2$; $x_1$ is "similar but not quite"/analogical to/comparable to having property $x_2$; $x_1$ is a quasi-$x_2$.
kaze	karda		card		$x_{1}$ is a card [small nearly-2-dimensional shape/form] of material $x_{2}$, shape $x_{3}$.
kazo	kadno		Canadian		$x_{1}$ reflects Canadian culture/nationality in aspect $x_{2}$.
kaza	kajna		shelf		$x_{1}$ is a shelf/counter/bar in/on/attached to supporting object $x_{2}$, for purpose $x_{3}$.
kavw	ckabu		rubber		$x_{1}$ is a quantity of/contains/is made of rubber/latex from source $x_{2}$ of composition including $x_{3}$.
kave	kabri		cup		$x_{1}$ is a cup/glass/tumbler/mug/vessel/[bowl] containing contents $x_{2}$, and of material $x_{3}$.
kavo	kavbu	kav	capture catch		$x_{1}$ captures/catches/apprehends/seizes/nabs $x_{2}$ with trap/restraint $x_{3}$.
kava	kanba		goat	$nは山羊 (山羊屬)	$x_{1}$ is a goat/angora/[billy-goat/kid] of species/breed $x_{2}$.
karw	kalpi		calm cool		$x_1$ is calm/cool/unperturbed
kare	kargu		costly		$x_{1}$ (object/commodity/property/event) is costly/expensive/dear to $x_{2}$ by standard $x_{3}$.
